,DefaultProperty,Descriptor,Designation,DisciplineDescriptor,DisciplineId,FunctionName,HasChild,Location,ManagedType,Name,SubDisciplineDescriptor,SubDisciplineId,SubTypeDescriptor,SubTypeId,SystemId,TypeDescriptor,TypeId,ViewId,_links,Building,Area,Type,PointGroup,Equip,SubEquip1,SubEquip2,PointType
Project:GmsDevice_1_2098183_16777263,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Cds'Pu'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch2'Cds'Pu'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch2,Cds,Pu,Cmd
Project:GmsDevice_1_2098183_16777265,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Chw'Pu'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch2'Chw'Pu'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch2,Chw,Pu,Cmd
Project:GmsDevice_1_2098183_16777267,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'RfMch'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch2'RfMch'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch2,RfMch,,Cmd
Project:GmsDevice_1_2098183_16777268,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Cds'Pu'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch3'Cds'Pu'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch3,Cds,Pu,Cmd
Project:GmsDevice_1_2098183_16777270,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Chw'Pu'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch3'Chw'Pu'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch3,Chw,Pu,Cmd
Project:GmsDevice_1_2098183_16777272,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'RfMch'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch3'RfMch'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch3,RfMch,,Cmd
Project:GmsDevice_1_2098183_16777273,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Cds'Pu'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch4'Cds'Pu'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch4,Cds,Pu,Cmd
Project:GmsDevice_1_2098183_16777275,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Chw'Pu'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch4'Chw'Pu'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch4,Chw,Pu,Cmd
Project:GmsDevice_1_2098183_16777277,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'RfMch'Cmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'Ch4'RfMch'Cmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch4,RfMch,,Cmd
Project:GmsDevice_1_2098183_4194323,Present_Value,VSD command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch1'Cds'VsdCmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.VSD command,80,B3'Flr7'C'CGen10'Ch1'Cds'VsdCmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch1,Cds,,VsdCmd
Project:GmsDevice_1_2098183_4194324,Present_Value,VSD command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch1'Chw'VsdCmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.VSD command,80,B3'Flr7'C'CGen10'Ch1'Chw'VsdCmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch1,Chw,,VsdCmd
Project:GmsDevice_1_2098183_4194325,Present_Value,VSD command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Cds'VsdCmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.VSD command,80,B3'Flr7'C'CGen10'Ch2'Cds'VsdCmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch2,Cds,,VsdCmd
Project:GmsDevice_1_2098183_4194326,Present_Value,VSD command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Chw'VsdCmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.VSD command,80,B3'Flr7'C'CGen10'Ch2'Chw'VsdCmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch2,Chw,,VsdCmd
Project:GmsDevice_1_2098183_4194327,Present_Value,VSD command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Cds'VsdCmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.VSD command,80,B3'Flr7'C'CGen10'Ch3'Cds'VsdCmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch3,Cds,,VsdCmd
Project:GmsDevice_1_2098183_4194328,Present_Value,VSD command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Chw'VsdCmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.VSD command,80,B3'Flr7'C'CGen10'Ch3'Chw'VsdCmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch3,Chw,,VsdCmd
Project:GmsDevice_1_2098183_4194329,Present_Value,VSD command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Cds'VsdCmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.VSD command,80,B3'Flr7'C'CGen10'Ch4'Cds'VsdCmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch4,Cds,,VsdCmd
Project:GmsDevice_1_2098183_4194330,Present_Value,VSD command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Chw'VsdCmd,Building Automation,50,@[]Value,CommandDigital,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.VSD command,80,B3'Flr7'C'CGen10'Ch4'Chw'VsdCmd,Unassigned,0,Binary,1102,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch4,Chw,,VsdCmd
Project:GmsDevice_1_2098183_4194331,Present_Value,Command,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'VlvByp'Cmd,Building Automation,50,@[]Value,CommandVariable,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Command,80,B3'Flr7'C'CGen10'VlvByp'Cmd,Unassigned,0,Analog,1101,1,Command,1100,9,[],B3,Flr7,C,CGen10,VlvByp,,,Cmd
Project:GmsDevice_1_2098183_74,Present_Value,Flow,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch1'Cds'Fl,Building Automation,50,@[]Value,SensorFlow,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Flow,80,B3'Flr7'C'CGen10'Ch1'Cds'Fl,Unassigned,0,Flow,6705,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch1,Cds,,Fl
Project:GmsDevice_1_2098183_76,Present_Value,Flow,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch1'Chw'Fl,Building Automation,50,@[]Value,SensorFlow,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Flow,80,B3'Flr7'C'CGen10'Ch1'Chw'Fl,Unassigned,0,Flow,6705,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch1,Chw,,Fl
Project:GmsDevice_1_2098183_78,Present_Value,Flow,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Cds'Fl,Building Automation,50,@[]Value,SensorFlow,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Flow,80,B3'Flr7'C'CGen10'Ch2'Cds'Fl,Unassigned,0,Flow,6705,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch2,Cds,,Fl
Project:GmsDevice_1_2098183_80,Present_Value,Flow,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Chw'Fl,Building Automation,50,@[]Value,SensorFlow,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Flow,80,B3'Flr7'C'CGen10'Ch2'Chw'Fl,Unassigned,0,Flow,6705,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch2,Chw,,Fl
Project:GmsDevice_1_2098183_82,Present_Value,Flow,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Cds'Fl,Building Automation,50,@[]Value,SensorFlow,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Flow,80,B3'Flr7'C'CGen10'Ch3'Cds'Fl,Unassigned,0,Flow,6705,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch3,Cds,,Fl
Project:GmsDevice_1_2098183_8388709,Present_Value,Building Load in RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'BaseLd'FullLd0,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Building Load in RT,80,B3'Flr7'C'CGen10'BaseLd'FullLd0,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,BaseLd,,,FullLd0
Project:GmsDevice_1_2098183_8388752,Present_Value,Minimum Differential Pressure,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'DP'P1,Building Automation,50,@[]Value,SensorPressure,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Minimum Differential Pressure,80,B3'Flr7'C'CGen10'DP'P1,Unassigned,0,Pressure,6710,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,DP,,,P1
Project:GmsDevice_1_2098183_8388753,Present_Value,Average Differential Pressure,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'DP'P2,Building Automation,50,@[]Value,SensorPressure,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Average Differential Pressure,80,B3'Flr7'C'CGen10'DP'P2,Unassigned,0,Pressure,6710,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,DP,,,P2
Project:GmsDevice_1_2098183_8388755,Present_Value,Feedback,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'VlvByp'Fb,Building Automation,50,,,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Feedback,80,B3'Flr7'C'CGen10'VlvByp'Fb,Unassigned,0,Unassigned,0,1,Value,7800,9,[],B3,Flr7,C,CGen10,VlvByp,,,Fb
Project:GmsDevice_1_2098183_8388762,Present_Value,Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch1'Cds'DT,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Difference temperature,80,B3'Flr7'C'CGen10'Ch1'Cds'DT,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch1,Cds,,DT
Project:GmsDevice_1_2098183_8388763,Present_Value,Condenser Water Pump1 RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch1'Cds'FullLd2,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Condenser Water Pump1 RT,80,B3'Flr7'C'CGen10'Ch1'Cds'FullLd2,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch1,Cds,,FullLd2
Project:GmsDevice_1_2098183_8388768,Present_Value,Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch1'Chw'DT,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Difference temperature,80,B3'Flr7'C'CGen10'Ch1'Chw'DT,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch1,Chw,,DT
Project:GmsDevice_1_2098183_8388769,Present_Value,Chillwater Pump1 RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch1'Chw'FullLd1,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Chillwater Pump1 RT,80,B3'Flr7'C'CGen10'Ch1'Chw'FullLd1,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch1,Chw,,FullLd1
Project:GmsDevice_1_2098183_8388774,Present_Value,Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Cds'DT,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Difference temperature,80,B3'Flr7'C'CGen10'Ch2'Cds'DT,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch2,Cds,,DT
Project:GmsDevice_1_2098183_8388775,Present_Value,Condenser Water Pump2 RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Cds'FullLd4,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Condenser Water Pump2 RT,80,B3'Flr7'C'CGen10'Ch2'Cds'FullLd4,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch2,Cds,,FullLd4
Project:GmsDevice_1_2098183_8388780,Present_Value,Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Chw'DT,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Difference temperature,80,B3'Flr7'C'CGen10'Ch2'Chw'DT,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch2,Chw,,DT
Project:GmsDevice_1_2098183_8388781,Present_Value,Chillwater Pump2 RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch2'Chw'FullLd3,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Chillwater Pump2 RT,80,B3'Flr7'C'CGen10'Ch2'Chw'FullLd3,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch2,Chw,,FullLd3
Project:GmsDevice_1_2098183_8388786,Present_Value,Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Cds'DT,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Difference temperature,80,B3'Flr7'C'CGen10'Ch3'Cds'DT,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch3,Cds,,DT
Project:GmsDevice_1_2098183_8388787,Present_Value,Chondenser water Pump3 RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Cds'FullLd6,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Chondenser water Pump3 RT,80,B3'Flr7'C'CGen10'Ch3'Cds'FullLd6,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch3,Cds,,FullLd6
Project:GmsDevice_1_2098183_8388792,Present_Value,Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Chw'DT,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Difference temperature,80,B3'Flr7'C'CGen10'Ch3'Chw'DT,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch3,Chw,,DT
Project:GmsDevice_1_2098183_8388793,Present_Value,Chillwater Pump3 RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Chw'FullLd5,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Chillwater Pump3 RT,80,B3'Flr7'C'CGen10'Ch3'Chw'FullLd5,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch3,Chw,,FullLd5
Project:GmsDevice_1_2098183_8388798,Present_Value,Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Cds'DT,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Difference temperature,80,B3'Flr7'C'CGen10'Ch4'Cds'DT,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch4,Cds,,DT
Project:GmsDevice_1_2098183_8388799,Present_Value,Chondenser water Pump4 RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Cds'FullLd8,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Chondenser water Pump4 RT,80,B3'Flr7'C'CGen10'Ch4'Cds'FullLd8,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch4,Cds,,FullLd8
Project:GmsDevice_1_2098183_8388804,Present_Value,Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Chw'DT,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Difference temperature,80,B3'Flr7'C'CGen10'Ch4'Chw'DT,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch4,Chw,,DT
Project:GmsDevice_1_2098183_8388805,Present_Value,Chillwater Pump4 RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Chw'FullLd7,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Chillwater Pump4 RT,80,B3'Flr7'C'CGen10'Ch4'Chw'FullLd7,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,Ch4,Chw,,FullLd7
Project:GmsDevice_1_2098183_8388841,Present_Value,Chillwater Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'H'DT1,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Chillwater Difference temperature,80,B3'Flr7'C'CGen10'H'DT1,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,H,,,DT1
Project:GmsDevice_1_2098183_8388842,Present_Value,Condenserwater Difference temperature,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'H'DT2,Building Automation,50,@[]Value,SensorTemperature,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Condenserwater Difference temperature,80,B3'Flr7'C'CGen10'H'DT2,Unassigned,0,Temperature,6713,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,H,,,DT2
Project:GmsDevice_1_2098183_8388843,Present_Value,Condenser Water Heat Rejection in RT,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'H'FullLd29,Building Automation,50,@[]Value,MonitorStatus,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Condenser Water Heat Rejection in RT,80,B3'Flr7'C'CGen10'H'FullLd29,Unassigned,0,Unassigned,0,1,Command,1100,9,[],B3,Flr7,C,CGen10,H,,,FullLd29
Project:GmsDevice_1_2098183_84,Present_Value,Flow,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch3'Chw'Fl,Building Automation,50,@[]Value,SensorFlow,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Flow,80,B3'Flr7'C'CGen10'Ch3'Chw'Fl,Unassigned,0,Flow,6705,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch3,Chw,,Fl
Project:GmsDevice_1_2098183_86,Present_Value,Flow,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Cds'Fl,Building Automation,50,@[]Value,SensorFlow,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Flow,80,B3'Flr7'C'CGen10'Ch4'Cds'Fl,Unassigned,0,Flow,6705,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch4,Cds,,Fl
Project:GmsDevice_1_2098183_88,Present_Value,Flow,Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'Ch4'Chw'Fl,Building Automation,50,@[]Value,SensorFlow,Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Flow,80,B3'Flr7'C'CGen10'Ch4'Chw'Fl,Unassigned,0,Flow,6705,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,Ch4,Chw,,Fl
Project:GmsDevice_1_2098183_90,Present_Value,"Differential pressure2(Sports Hall,Art Block,Middle School)",Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'DP'DP2,Building Automation,50,@[]Value,SensorAirDeltaPressure,"Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Differential pressure2(Sports Hall,Art Block,Middle School)",80,B3'Flr7'C'CGen10'DP'DP2,Air Handling,51,Differential Pressure,6703,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,DP,,,DP2
Project:GmsDevice_1_2098183_91,Present_Value,"Differential pressure3(Main Hall,English & Science Block)",Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'DP'DP3,Building Automation,50,@[]Value,SensorAirDeltaPressure,"Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Differential pressure3(Main Hall,English & Science Block)",80,B3'Flr7'C'CGen10'DP'DP3,Air Handling,51,Differential Pressure,6703,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,DP,,,DP3
Project:GmsDevice_1_2098183_92,Present_Value,"Differential pressure4(High School Main Riser,Basement,Primary School,Old Admin)",Project.ManagementView:ManagementView.FieldNetworks.BACnet.Hardware.Site01'AS07.B3'Flr7'C'CGen10'DP'DP4,Building Automation,50,@[]Value,SensorAirDeltaPressure,"Project.Management View:Project.Field Networks.BACnet.Hardware.DDC-MID-RF-02_C1.Differential pressure4(High School Main Riser,Basement,Primary School,Old Admin)",80,B3'Flr7'C'CGen10'DP'DP4,Air Handling,51,Differential Pressure,6703,1,Sensor,6700,9,[],B3,Flr7,C,CGen10,DP,,,DP4
